,Recipients,recognition,recognition Telugu
585,Bindeshwari Prasad Verma,,
586,Bindhyabasini Devi,,
587,Binny Yanga,,
588,Binod Kanungo,,
589,Bipan Chandra,,
590,Bipin Ganatra,,
591,Bir Bhan Bhatia,,
592,Biren De,,
593,Biren Kumar Basak,,
594,Birendra Nath Datta,,
595,Birendra Nath Ganguli,,
596,Birendranath Sircar,,
597,Birju Maharaj,,
598,Birkha Bahadur Limboo Muringla,,
599,Bishamber Khanna,,
600,Bishambhar Nath Pande,,
601,Bishan Lal Raina,,
602,Bishan Man Singh,,
603,Bishan Singh Bedi,,
604,Bishnupada Mukerjee,,
605,Bishnupada Mukhopadhyaya,,
606,Bishop Mulanakuzhiyil Abraham Thomas,,
607,Bismillah Khan,,
608,Biswas Ranjan Chatterjee,,
609,Bisweswar Bhattacharjee,,
610,Bob Blackman,,
611,Bombay Jayashri,,
612,Bombayla Devi Laishram,,
613,Boshi Sen,,
614,Bounlap Keokangna,,
615,Boyi Bhimanna,,
616,Brahm Dutt,,
617,Brahm Nath Qasir Datta,,
618,Brahm Prakash,,
619,Brahma Singh,,
620,Brahmanandam,,
621,Brahmdeo Ram Pandit,,
622,Brahmdev Sharma,,
623,Braj Kumar Nehru,,
624,Brajbir Saran Das,,
625,Brajendra Kishore Banerjee,,
626,Brajesh Mishra,,
627,Brihaspati Dev Triguna,,
628,Brij Krishna Chandiwala,,
629,Brijendra Kumar Rao,,
630,Brijesh Kumar Shukla,,
631,Brijmohan Lall Munjal,,
632,Buangi Sailo,,
633,Buddhadeb Bose,,
634,Buddhadev Das Gupta,,
635,Budhaditya Mukherjee,,
636,Bula Choudhury,,
637,Bulu Imam,,
638,Bunker Roy,,
639,Burjor Cavas Dastur,,
640,C. D. Deshmukh,,
641,C. D. Narasimhaiah,,
642,C. G. Krishnadas Nair,,
643,C. K. Prahalad,,
644,C. Kamlova,,
645,C. Kottieth Lakshmanan,,
646,C. N. Manjunath,,
647,C. N. R. Rao,,
648,C. Narayana Reddy,,
649,C. P. Krishnan Nair,,
650,C. P. Thakur,,
651,C. R. Krishnaswamy Rao,,
652,C. R. Rao,,
653,C. R. Vyas,,
654,C. Rangarajan,,
655,C. S. Seshadri,,
656,C. Sivaramamurti,,
657,C. U. Velmurugendran,,
658,C. V. Chandrasekhar,,
659,C. Vaidyanatha Bhagavathar,,
660,C. Venkata S. Ram,,
661,C. Venkataraman Sundaram,,
662,Camille Bulcke,"In 1974, the Government of India conferred on him the Padma Bhushan, one of the premier civilian awards, second only to the Bharat Ratna and the Padma Vibhushan. The award was presented in recognition of his work in the field of literature and education.Among those whom Bulcke mentored was Raaj Sah (subsequently Professor at the University of Chicago), beginning when Sah was an undergraduate at St. Xavier’s College Ranchi. In gratitude, Sah gifted a plaque which was unveiled 
in 2020 at Bulcke’s birthplace, Ramskapelle. The plaque’s inscription is in Flemish, to honor that Bulcke’s first love in languages was his mother tongue.
A word-picture (शब्द-चित्र) of Bulcke that Sah drew, in a style dear to Bulcke, is:

घोर बीदेस से मुनि  एक आवा ।  सीया राम का तत्व पढ़ावा ।।
तुलसी देहरी तुलसी आँगन ।  बैठ वहां प्रभु पान करावा ।।","1974లో, భారత ప్రభుత్వం అతనికి పద్మభూషణ్, ప్రధాన పౌర పురస్కారాలలో ఒకటి, భారతరత్న, పద్మవిభూషణ్ తర్వాత రెండవది. సాహిత్యం, విద్యారంగంలో ఆయన చేసిన కృషికి గుర్తింపుగా ఈ అవార్డును అందజేశారు. బుల్కే మార్గదర్శకత్వం వహించిన వారిలో రాజ్ సాహ్ (తరువాత చికాగో విశ్వవిద్యాలయంలో ప్రొఫెసర్), సాహ్ సెయింట్లో అండర్ గ్రాడ్యుయేట్గా ఉన్నప్పుడు ప్రారంభమయ్యారు. జేవియర్స్ కాలేజ్ రాంచీ. కృతజ్ఞతగా, సాహ్ ఒక ఫలకాన్ని బహుమతిగా ఇచ్చాడు, దీనిని 2020లో బల్కే జన్మస్థలమైన రామ్స్కాపెల్లెలో ఆవిష్కరించారు. బల్కే భాషల్లో మొదటి ప్రేమ అతని మాతృభాష అని గౌరవించటానికి, ఫలకం, శాసనం ఫ్లెమిష్లో ఉంది. సాహ్ గీసిన బుల్కే, పద-చిత్రం, బుల్కేకి ప్రియమైన శైలిలో ఉంది: సియా రామ్, మూలకాన్ని బోధించడం. తులసీ దేహ్రీ తులసీ ఆంగన్. అక్కడ కూర్చుని లార్డ్ పాన్ పొందండి. "
663,Carmel Berkson,,
664,Chackachanveedu Krishnan Nair,,
665,Chaitanyamoy Ganguly,,
666,Chakravarthi V. Narasimhan,,
667,Challagalla Narasimham,,
668,Chaman Lal,,
669,Chaman Lal Sapru,,
670,Chamu Krishna Shastry,,
671,Chanapatha Krishnappa Venkataramayya,,
672,Chand Chhabra,,
673,Chand Ram,,
674,Chanda Kochhar,"Under Kochhar's leadership, ICICI Bank won the ""Best Retail Bank in India"" award in 2001, 2003, 2004 and 2005 and ""Excellence in Retail Banking Award"" in 2002; both awards were given by The Asian Banker. Kochhar personally was awarded ""Retail Banker of the Year 2004 (Asia-Pacific region)"" by the Asian Banker, ""Business Woman of the Year 2005"" by The Economic Times and ""Rising Star Award"" for Global Awards 2006 by Retail Banker International. Kochhar has also consistently figured in Fortune's list of ""Most Powerful Women in Business"" since 2005. She climbed up the list debuting with the 47th position in 2005, moving up 10 spots to 37 in 2006 and then to 33 in 2007. In the 2008 list, Kochhar features at the 25th spot. In 2009, she debuted at number 20 in the Forbes ""World's 100 Most Powerful Women list"". She is the second Indian in the list behind the Indian National Congress party chief Sonia Gandhi at number 13. In 2010, she fell to number 92 in the Forbes list, but in 2011 bounced back to 43. As of 2014, she ranks at #43. And in 2015 she climbed up to #35 again","కొచర్ నాయకత్వంలో, ICICI బ్యాంక్ 2001, 2003, 2004, 2005లో ""భారతదేశంలో ఉత్తమ రిటైల్ బ్యాంక్"" అవార్డును, 2002లో ""ఎక్సలెన్స్ ఇన్ రిటైల్ బ్యాంకింగ్ అవార్డు""ను గెలుచుకుంది; రెండు అవార్డులను ది ఏషియన్ బ్యాంకర్ అందించింది. కొచ్చర్ వ్యక్తిగతంగా ""రిటైల్ బ్యాంకర్ ఆఫ్ ది ఇయర్ 2004 (ఆసియా-పసిఫిక్ ప్రాంతం)"" ఆసియా బ్యాంకర్, ""బిజినెస్ ఉమెన్ ఆఫ్ ది ఇయర్ 2005"" ది ఎకనామిక్ టైమ్స్, రిటైల్ బ్యాంకర్ ఇంటర్నేషనల్ ద్వారా గ్లోబల్ అవార్డ్స్ 2006కి ""రైజింగ్ స్టార్ అవార్డు"" అందుకున్నారు. కొచ్చర్ 2005 నుండి ఫార్చ్యూన్, ""వ్యాపారంలో అత్యంత శక్తివంతమైన మహిళల"" జాబితాలో స్థిరంగా ఉన్నారు. ఈమె 2005లో 47వ స్థానానికి చేరుకుని, 2006లో 10 స్థానాలు ఎగబాకి 37కి ఆపై 2007లో 33కి చేరుకుంది. 2008 జాబితాలో, కొచ్చర్ 25వ స్థానంలో ఉన్నాడు. 2009లో, ఈమె ఫోర్బ్స్ ""ప్రపంచంలో అత్యంత శక్తివంతమైన 100 మంది మహిళల జాబితా""లో 20వ స్థానంలో నిలిచింది. భారత జాతీయ కాంగ్రెస్ పార్టీ అధినేత్రి సోనియా గాంధీ తర్వాత 13వ స్థానంలో ఉన్న జాబితాలో ఈమె రెండవ భారతీయురాలు. 2010లో, ఈమె ఫోర్బ్స్ జాబితాలో 92వ స్థానానికి పడిపోయింది, కానీ 2011లో తిరిగి 43కి పుంజుకుంది. 2014 నాటికి, ఈమె #43 స్థానంలో ఉంది., 2015లో ఈమె మళ్లీ #35కి చేరుకుంది. "
675,Chander Sekhar Samal,,
676,Chandeshwar Prasad Narayan Singh,,
677,Chandgi Ram,,
678,Chandi Prasad Bhatt,,
679,Chandi Prasad Misra,,
680,Chandidan Detha,,
681,Chandra David Devanasan,,
682,Chandra Kisan Daphtary,,
683,Chandra Mohan,,
684,Chandra Prakash Deval,,
685,Chandra Prakash Vohra,,
686,Chandra Prasad Saikia,,
687,Chandra Sekhar Rath,,
688,Chandra Shekhar Singh,,
689,Chandrakant Mehta,,
690,Chandrakant Pithawa,,
691,Chandraprabha Aitwal,,
692,Chandraprava Saikiani,,
693,Chandrashekhar Dasgupta,,
694,Chandrashekhar Lohumi,,
695,Chandrashekhar Shankar Dharmadhikari,,
696,Chandrashekhara Kambara,,
697,Chandravadan Mehta,,
698,Chandrika Prasad Srivastava,,
699,Chandu Borde,,
700,Chandulal Madhavlal Trivedi,,
701,Charanjit Singh,,
702,Charles Borromeo,,
703,Charles Correa,,
704,Chaturbhuj Meher,,
705,Chavaly Srinivasa Sastry,,
706,Chawngthu Lalhmingliana,,
707,Chemanchery Kunhiraman Nair,,
708,Chenganoor Raman Pillai,,
709,Chennamaneni Hanumantha Rao,,
710,Cheril Krishna Menon,,
711,Chewang Motup Goba,,
712,Chewang Norphel,,
713,Chewang Phunsog,,
714,Chhakchhuak Chhuanvawram,,
715,Chhannulal Mishra,,
716,Chhattra Pati Joshi,,
717,Chindodi Leela,,
718,Chingamban Kalachand Shastri,,
719,Chinna Pillai,"Chinna Pillai was one of five women to receive the Stree Shakti Puraskar in 1999. In a picture perfect moment for the press, then-Prime Minister Atal Bihari Vajpayee bowed down in respect and touched her feet while presenting her with the award. She received Padma Shri  for her service in 2019.","1999లో స్త్రీ శక్తి పురస్కారం అందుకున్న ఐదుగురు మహిళల్లో చిన్నా పిళ్లై ఒకరు. ప్రెస్ కోసం ఒక చిత్రం సరైన సమయంలో, అప్పటి ప్రధాని అటల్ బిహారీ వాజ్పేయి ఈమెకు అవార్డును అందజేసేటప్పుడు గౌరవంగా ఈమె పాదాలను తాకి నమస్కరించారు. ఈమె సేవకు గానూ 2019లో పద్మశ్రీ అందుకున్నారు. "
720,Chinnaswamy Rajan Subramanian,,
721,Chintakindi Mallesham,,
722,Chintala Venkat Reddy,"Patent on soil fertilisers', a process to improve nutrient content of the soil in cultivated lands (Soil swapping technique).
Patent for method of improving soil fertility
Padma Shri award 2020 by Govt of India","మట్టి ఎరువులపై పేటెంట్', సాగు చేసిన భూములలో నేలలోని పోషక పదార్ధాలను మెరుగుపరిచే ప్రక్రియ (మట్టి మార్పిడి సాంకేతికత). భారత ప్రభుత్వంచే నేల సంతానోత్పత్తిని మెరుగుపరిచే పద్ధతికి పేటెంట్ పద్మశ్రీ అవార్డు 2020. "
723,Chintaman Govind Pandit,,
724,Chintamoni Kar,,
725,Chiranjeet Chakraborty,,
726,Chiranjeevi,,
727,Chiranjilal Gograj Joshi,,
728,Chitra Naik,,
729,Chitra Visweswaran,,
730,Chitranjan Singh Ranawat,,
731,Chittani Ramachandra Hegde,,
732,Chittoor Mohammed Habeebullah,,
733,Chittor V. Nagaiah,,
734,Chittu Tudu,,
735,Cho Ramaswamy,,
736,Christopher Pinney,,
737,Chuauhang Rokhuma,,
738,Chubalemla AO,,
739,Chuni Goswami,,
740,Claire Vellut,,
741,Coimbatore Narayana Rao Raghavendran,,
742,Colette Mathur,,
743,Coluthur Gopalan,,
744,Coorg Narasimhaiengar Krishna Murthy,,
745,Cooverbai Jahangir Vakil,,
746,Cottari Kankaiyah Nayudu,,
747,Cudonalore Subramania Chetty Sadasivan,,
748,Cyrus S. Poonawalla,,
749,D. B. Deodhar,,
750,D. C. Kizhakemuri,,
751,D. C. Pavate,,
752,D. D. Bhawalkar,,
753,D. K. Khullar,,
754,D. K. Pattammal,,
755,D. Nageshwar Reddy,,
756,D. P. Chattopadhyaya,,
757,D. P. Kohli,,
758,D. P. Roy Choudhury,,
759,D. R. Bendre,,
760,D. R. Karthikeyan,Kaarthikeyan was awarded the Padma Shri in 2010 for his contribution to the field of Indian Civil Service.,ఇండియన్ సివిల్ సర్వీస్ రంగానికి చేసిన కృషికి గాను 2010లో కార్తికేయన్కు పద్మశ్రీ అవార్డు లభించింది. 
761,D. R. Mehta,,
762,D. Ramanaidu,,
763,D. S. Rana,,
764,D. S. Wagh,,
765,D. V. Gundappa,,
766,D. V. S. Raju,,
767,D. Y. Patil,,
768,Dada Shewak Bhojraj,,
769,Dadi Pudumjee,,
770,Dadudan Gadhvi,Gadhvi had received the Gujarat Gaurav Award as well as the Jhaverchand Meghani Award. He was awarded the Padma Shri in 2021 for his contribution in literature and education.,"గాధ్వి గుజరాత్ గౌరవ్ అవార్డుతో పాటు జావర్చంద్ మేఘాని అవార్డును అందుకున్నారు. సాహిత్యం, విద్యలో ఆయన చేసిన కృషికి 2021లో పద్మశ్రీ పురస్కారం లభించింది. "
771,Dagdu Maruti Pawar,,
772,Dahyabhai Jivaji Naik,,
773,Dahyabhai Shastri,,
774,Daitari Naik,,
775,Daji Bhatawadekar,,
776,Dalavai Chalapathi Rao,,
777,Dalip Kaur Tiwana,,
778,Dalip Kumar Sengupta,,
779,Daljeet Singh Gambhir,,
780,Daljit Singh,,
781,Dalsukh Dahyabhai Malvania,,
782,Dalveer Bhandari,,
783,Damal Kandalai Srinivasan,,
784,Damayanti Beshra,,
785,Damayanti Joshi,,
786,Damodar Bapat,,
787,Damodar Keshav Datar,,
788,Danny Denzongpa,,
789,Dara Kaikhuswrao Karanjavala,,
790,Dara Nusserwanji Khurody,,
791,Darab Jehangir Jussawala,,
792,Darashaw Nosherwan Wadia,,
793,Darchhawna,,
794,Daripalli Ramaiah,,
795,Darshan Lal Jain,,
796,Darshan Singh Vohra,,
797,Darshana Jhaveri,,
798,Dasari Prasada Rao,,
799,Dashrath Patel,,
800,Dasika Durga Prasada Rao,,
801,Dattatraya Mahadeo Dahanukar,,
802,Dattatraya Nagappa Pai,,
803,Dattatraya Shridhar Joshi,,
804,Dattatraya Yeshwant Phadke,,
805,Dattatreyudu Nori,,
806,Datto Vaman Potdar,,
807,Daulat Singh Kothari,,
808,David Abraham Cheulkar,,
809,David Frawley,,
810,Daya Kishore Hazra,,
811,Daya Prakash Sinha,,
812,Dayananda Saraswati,,
813,Debaki Bose,,
814,Debdulal Bandopadhyaya,,
815,Debi Prasad Mukherjee,,
816,Debi Prasanna Pattanayak,,
817,Debiprasad Chattopadhyaya,,
818,Debu Chaudhuri,,
819,Deep Joshi,,
820,Deepa Malik,,
821,Deepak B. Phatak,,
822,Deepak Parekh,,
823,Deepak Puri,,
824,Deepak Sehgal,,
825,Deepika Kumari,,
826,Deori Omem Moyong,,
827,Dev Anand,,
828,Devaki Jain,,
829,Devan Venkata Reddy,,
830,Devanur Mahadeva,,
831,Devappagowda Chinnaiah,,
832,Devarapalli Prakash Rao,,
833,Devayani,,
834,Devchand Chaggan Lal Shah,,
835,Devchand Chhaganlal Shah,,
836,Devendra Dayabhai Patel,,
837,Devendra Jhajharia,,
838,Devendra Lal,,
839,Devendra Nath Samant,,
840,Devendra Patel,,
841,Devendra Satyarthi,,
842,Devendra Sen,,
843,Devendra Swarup,,
844,Devendra Triguna,,
845,Devi Dutt Sharma,,
846,Devi Lal Samar,,
847,Devi Sahai Jindal,,
848,Devi Shetty,,
849,Devika Rani,,
850,Devindra Rahinwal,,
851,Deviprasad Dwivedi,,
852,Devki Nandan Pande,,
853,Devulapalli Krishnasastri,,
854,Dhani Prem,,
855,Dhanpati Rai Nagpaul,,
856,Dhanraj Bhagat,,
857,Dhanraj Pillay,,
858,Dhanvanthi Rama Rau,,
859,Dhanwant Singh,,
860,Dharam Pal Saini,,
861,Dharam Veer Sachdeva,,
862,Dharamchand Patni,,
863,Dharamvir Bharati,,
864,Dharma Narayan Barma,,
865,Dharma Vira,,
866,Dharmendra,,
867,Dhera Ram Shah,,
868,Dhirendra Nath Bezbaruah,,
869,Dhirendra Nath Ganguly,"D.G. received Padma Bhushan in 1974.
He received Dadasaheb Phalke Award in 1975.",డి. జి. 1974లో పద్మభూషణ్ అందుకున్నారు. 1975లో దాదాసాహెబ్ ఫాల్కే అవార్డు అందుకున్నారు. 
870,Dhirubhai Ambani,,
871,Dhirubhai Thaker,,
872,Dhondo Keshav Karve,,
873,Dhyan Chand,,
874,Dhyan Pal Singh,,
875,Diana Edulji,,
876,Digambar Behera,,
877,Digamber Hansda,,
878,Digamber Vasudev Joglekar,,
879,Dilbagh Singh Athwal,,
880,Dilip Chakravarty,,
881,Dilip K. Biswas,,
882,Dilip Kumar,,
883,Dilip Shanghvi,,
884,Dilip Tirkey,,
885,Dilip Vengsarkar,,
886,Dimitris C. Velissaropoulos,,
887,Din Dayal,,
888,Dina Nath Malhotra,,
889,Dinabandhu Banerjee,,
890,Dinamani Sridhar Kamat,,
891,Dinesh K. Bhargava,,
892,Dinesh Mohan,,
893,Dinesh Nandini Dalmia,,
894,Dinesh Singh,,
895,Dingko Singh,,
896,Dinkar Gangadhar Kelkar,,
897,Dinyar Contractor,,
898,Dipa Karmakar,,
899,Dipali Barthakur,,
900,Dipankar Banerjee,,
901,Dipankar Chatterji,,
902,Dipika Pallikal,,
903,Diwaliben Punjabhai Bhil,,
904,Doddarange Gowda,,
905,Dominique Lapierre,,
906,Donty Naranappa Krishnaia Setty,,
907,Dorairajan Balasubramanian,,
908,Doraiswamy Iyengar,,
909,Dorothy Chacko,,
910,Dr. Bhupendra Kumar Singh San'a,,
911,Dr. Chandrakant Sambhaji Pandav,,
912,Dr. Dhananjay Diwakar Sa deo,,
913,Dr. Dilip Kumar Singh,,
914,Dr. J N Pande (Posthumous),,
915,Dr. Krishna Mohan Pathi,"In 2021, he was awarded Padma Shri by the Government of India.
He was featured in the Limca Book of Records in 1990 when he made a patient eat after 20 years. At that time he was a Professor and the Head of the Department of Orthopedic Surgery at MKCG Medical College and Hospital  in 1988.","2021లో భారత ప్రభుత్వం ఆయనకు పద్మశ్రీ పురస్కారం అందించింది. 1990లో 20 ఏళ్ల తర్వాత రోగికి భోజనం పెట్టడంతో లిమ్కా బుక్ ఆఫ్ రికార్డ్స్లో చోటు సంపాదించాడు. ఆ సమయంలో ఇతను 1988లో MKCG మెడికల్ కాలేజ్ అండ్ హాస్పిటల్లో ఆర్థోపెడిక్ సర్జరీ విభాగానికి ప్రొఫెసర్, హెడ్గా ఉన్నారు. "
