,Recipients,family,family Telugu
627,Brihaspati Dev Triguna,,
628,Brij Krishna Chandiwala,,
629,Brijendra Kumar Rao,,
630,Brijesh Kumar Shukla,,
631,Brijmohan Lall Munjal,,
632,Buangi Sailo,,
633,Buddhadeb Bose,,
634,Buddhadev Das Gupta,,
635,Budhaditya Mukherjee,,
636,Bula Choudhury,,
637,Bulu Imam,,
638,Bunker Roy,,
639,Burjor Cavas Dastur,,
640,C. D. Deshmukh,,
641,C. D. Narasimhaiah,,
642,C. G. Krishnadas Nair,,
643,C. K. Prahalad,,
644,C. Kamlova,,
645,C. Kottieth Lakshmanan,,
646,C. N. Manjunath,,
647,C. N. R. Rao,,
648,C. Narayana Reddy,,
649,C. P. Krishnan Nair,,
650,C. P. Thakur,,
651,C. R. Krishnaswamy Rao,,
652,C. R. Rao,,
653,C. R. Vyas,,
654,C. Rangarajan,,
655,C. S. Seshadri,,
656,C. Sivaramamurti,,
657,C. U. Velmurugendran,,
658,C. V. Chandrasekhar,,
659,C. Vaidyanatha Bhagavathar,,
660,C. Venkata S. Ram,,
661,C. Venkataraman Sundaram,,
662,Camille Bulcke,,
663,Carmel Berkson,,
664,Chackachanveedu Krishnan Nair,,
665,Chaitanyamoy Ganguly,,
666,Chakravarthi V. Narasimhan,,
667,Challagalla Narasimham,,
668,Chaman Lal,,
669,Chaman Lal Sapru,,
670,Chamu Krishna Shastry,,
671,Chanapatha Krishnappa Venkataramayya,,
672,Chand Chhabra,,
673,Chand Ram,,
674,Chanda Kochhar,,
675,Chander Sekhar Samal,,
676,Chandeshwar Prasad Narayan Singh,,
677,Chandgi Ram,,
678,Chandi Prasad Bhatt,,
679,Chandi Prasad Misra,,
680,Chandidan Detha,,
681,Chandra David Devanasan,,
682,Chandra Kisan Daphtary,,
683,Chandra Mohan,,
684,Chandra Prakash Deval,,
685,Chandra Prakash Vohra,,
686,Chandra Prasad Saikia,,
687,Chandra Sekhar Rath,,
688,Chandra Shekhar Singh,,
689,Chandrakant Mehta,,
690,Chandrakant Pithawa,,
691,Chandraprabha Aitwal,,
692,Chandraprava Saikiani,,
693,Chandrashekhar Dasgupta,,
694,Chandrashekhar Lohumi,,
695,Chandrashekhar Shankar Dharmadhikari,,
696,Chandrashekhara Kambara,,
697,Chandravadan Mehta,,
698,Chandrika Prasad Srivastava,"C.P. Srivastava was married to Nirmala Srivastava, the founder of Sahaja Yoga - a spiritual movement, based on an experience called ""Self-realization"". C.P. Srivastava has stated that: ""his life has been greatly influenced by his wife and he has been motivated by her vision of one Almighty God and one human family"". He has been motivated by this vision in all aspects of his life and believes it can be applied worldwide.The couple had two daughters, Kalpana Srivastava and Sadhana Varma.","సి. పి. ""స్వీయ-సాక్షాత్కారం"" అనే అనుభవం ఆధారంగా సహజ యోగా - ఒక ఆధ్యాత్మిక ఉద్యమం, స్థాపకురాలు నిర్మలా శ్రీవాస్తవను శ్రీవాస్తవ వివాహం చేసుకున్నారు. సి. పి. శ్రీవాస్తవ ఇలా పేర్కొన్నాడు: ""అతని జీవితం అతని భార్య ద్వారా బాగా ప్రభావితమైంది, ఈమె సర్వశక్తిమంతుడైన దేవుడు, ఒక మానవ కుటుంబం గురించి ఈమె దృష్టితో ఇతను ప్రేరేపించబడ్డాడు"". ఇతను తన జీవితంలోని అన్ని అంశాలలో ఈ దృష్టితో ప్రేరేపించబడ్డాడు, ఇది ప్రపంచవ్యాప్తంగా అన్వయించబడుతుందని నమ్ముతాడు. ఈ దంపతులకు కల్పనా శ్రీవాస్తవ, సాధన వర్మ అనే ఇద్దరు కుమార్తెలు ఉన్నారు. "
699,Chandu Borde,,
700,Chandulal Madhavlal Trivedi,,
701,Charanjit Singh,,
702,Charles Borromeo,,
703,Charles Correa,,
704,Chaturbhuj Meher,,
705,Chavaly Srinivasa Sastry,,
706,Chawngthu Lalhmingliana,,
707,Chemanchery Kunhiraman Nair,,
708,Chenganoor Raman Pillai,,
709,Chennamaneni Hanumantha Rao,,
710,Cheril Krishna Menon,,
711,Chewang Motup Goba,,
712,Chewang Norphel,,
713,Chewang Phunsog,,
714,Chhakchhuak Chhuanvawram,,
715,Chhannulal Mishra,,
716,Chhattra Pati Joshi,,
717,Chindodi Leela,"Leela was born in 1943 at Davangere, Karnataka into a family of professional theater artists. Her father Chindodi Veerappa had established the K.B.R. Drama Company in 1928. Her first play was at the age of 8 as young Siddharama in the play Shivayogi Siddharama (1951)Over 10,000 performances were held of a play she wrote, Halli Hudugi, with which she revived her family's drama company, making it one of the biggest professional drama troupes in Karnataka.","లీల 1943లో కర్నాటకలోని దావంగెరెలో వృత్తిపరమైన రంగస్థల కళాకారుల కుటుంబంలో జన్మించింది. ఈమె తండ్రి చిందోడి వీరప్ప కె. బి. ఆర్. 1928లో డ్రామా కంపెనీ. ఈమె మొదటి నాటకం 8 సంవత్సరాల వయస్సులో శివయోగి సిద్ధరామ (1951) నాటకంలో యువ సిద్ధరామగా ఉంది, ఈమె రచించిన హల్లి హుడుగి నాటకం 10, 000 కంటే ఎక్కువ ప్రదర్శనలు జరిగాయి, దానితో ఈమె తన కుటుంబ నాటక సంస్థను పునరుద్ధరించింది, ఇది అతిపెద్ద వృత్తిపరమైన సంస్థగా మారింది. కర్ణాటకలో నాటక బృందాలు. "
718,Chingamban Kalachand Shastri,,
719,Chinna Pillai,,
720,Chinnaswamy Rajan Subramanian,,
721,Chintakindi Mallesham,,
722,Chintala Venkat Reddy,,
723,Chintaman Govind Pandit,,
724,Chintamoni Kar,,
725,Chiranjeet Chakraborty,,
726,Chiranjeevi,,
727,Chiranjilal Gograj Joshi,,
728,Chitra Naik,,
729,Chitra Visweswaran,,
730,Chitranjan Singh Ranawat,,
731,Chittani Ramachandra Hegde,,
732,Chittoor Mohammed Habeebullah,,
733,Chittor V. Nagaiah,,
734,Chittu Tudu,,
735,Cho Ramaswamy,"The elder son of R. Srinivasa Iyer and Rajammal, Cho had a younger brother, who was also an actor. Cho died on 7 December 2016.
He has two children Sriram Ramaswamy and Sindhuja. He did his schooling from P.S. High School. His niece is actress Ramya Krishnan. The name 'Cho' was the name of the character he played in a Tamil play written by Bhageerathan titled Thenmozhiyaal.","పెద్ద కొడుకు ఆర్. శ్రీనివాస అయ్యర్, రాజమ్మాళ్, చోకు ఒక తమ్ముడు ఉన్నాడు, ఇతను కూడా నటుడు. చో 7 డిసెంబర్ 2016న మరణించారు. ఆయనకు ఇద్దరు పిల్లలు శ్రీరామ్ రామస్వామి, సింధూజ. ఇతను పి నుండి పాఠశాల విద్యను అభ్యసించాడు. ఎస్. ఉన్నత పాఠశాల. అతని మేనకోడలు నటి రమ్య కృష్ణన్. భగీరథన్ రచించిన తేన్మోజియాల్ అనే తమిళ నాటకంలో ఇతను పోషించిన పాత్ర పేరు 'చో'. "
736,Christopher Pinney,,
737,Chuauhang Rokhuma,,
738,Chubalemla AO,,
739,Chuni Goswami,,
740,Claire Vellut,,
741,Coimbatore Narayana Rao Raghavendran,,
742,Colette Mathur,,
743,Coluthur Gopalan,,
744,Coorg Narasimhaiengar Krishna Murthy,,
745,Cooverbai Jahangir Vakil,,
746,Cottari Kankaiyah Nayudu,"Narayana Swamy was affluent enough to send both his sons to England for further studies. His elder son, Cottari Vekatramana Nayudu, was married to the daughter of Raja Prabhakar Moorthy of Eluru and had one son by the name of Cottari Ranga Rao Nayudu who was also an advocate from England. The younger son, Cottari Surya Prakash Rao Nayudu, had four sons and two daughters, did his B.A. and M.A at Downing College, Cambridge University and was called to the Middle Temple Bar in 1891. He was acclaimed for his physical prowess and known as Hercules in Cambridge varsity campus. He was Justice in High Court of Holkar State for some years and functioned as Chief Justice for some time. Maharaja Shivaji Rao Holkar was ruler in those days. The Maharajah had put on record that he had faith in only two persons- Surya Prakash Rao being the first and K","నారాయణ స్వామి తన కుమారులిద్దరినీ తదుపరి చదువుల కోసం ఇంగ్లాండుకు పంపేంత సంపన్నుడు. ఇతని పెద్ద కుమారుడు కొట్టారి వెకట్రమణ నాయుడు ఏలూరు రాజా ప్రభాకర్ మూర్తి కుమార్తెను వివాహం చేసుకున్నాడు, ఇంగ్లండ్ నుండి న్యాయవాది అయిన కొట్టారి రంగారావు నాయుడు అనే ఒక కుమారుడు ఉన్నాడు. చిన్న కుమారుడు కొట్టారి సూర్య ప్రకాశరావునాయుడుకు నలుగురు కుమారులు, ఇద్దరు కుమార్తెలు ఉన్నారు, అతని బి. ఎ., M. కేంబ్రిడ్జ్ విశ్వవిద్యాలయంలోని డౌనింగ్ కళాశాలలో A, 1891లో మిడిల్ టెంపుల్ బార్కు పిలవబడ్డారు. ఇతను తన శారీరక పరాక్రమానికి ప్రశంసలు పొందాడు, కేంబ్రిడ్జ్ వర్సిటీ క్యాంపస్లో హెర్క్యులస్ అని పిలువబడ్డాడు. ఇతను హోల్కర్ రాష్ట్ర హైకోర్టులో కొన్ని సంవత్సరాలు న్యాయమూర్తిగా ఉన్నారు, కొంతకాలం ప్రధాన న్యాయమూర్తిగా పనిచేశారు. ఆ రోజుల్లో మహారాజా శివాజీరావు హోల్కర్ పరిపాలించేవాడు. మహారాజు తనకు ఇద్దరు వ్యక్తులపై మాత్రమే నమ్మకం ఉందని రికార్డులో ఉంచారు- సూర్య ప్రకాశరావు మొదటి వ్యక్తి, కె. "
747,Cudonalore Subramania Chetty Sadasivan,,
748,Cyrus S. Poonawalla,"Cyrus Poonawalla was born in a parsi family he is the son of Soli Poonawala, who was a horse breeder. He was married to Villoo Poonawalla, who died in 2010. They have a son, Adar, who currently works as the CEO of Serum Institute of India.","సైరస్ పూనావాలా ఒక పార్సీ కుటుంబంలో జన్మించాడు, ఇతను గుర్రపు పెంపకందారుడు అయిన సోలి పూనావాలా కుమారుడు. ఇతను 2010లో మరణించిన విల్లో పూనావాలాను వివాహం చేసుకున్నాడు. ప్రస్తుతం సీరమ్ ఇనిస్టిట్యూట్ ఆఫ్ ఇండియా సీఈఓగా పనిచేస్తున్న వారికి అదార్ అనే కుమారుడు ఉన్నాడు. "
749,D. B. Deodhar,,
750,D. C. Kizhakemuri,,
751,D. C. Pavate,,
752,D. D. Bhawalkar,,
753,D. K. Khullar,,
754,D. K. Pattammal,,
755,D. Nageshwar Reddy,,
756,D. P. Chattopadhyaya,,
757,D. P. Kohli,,
758,D. P. Roy Choudhury,,
759,D. R. Bendre,,
760,D. R. Karthikeyan,,
761,D. R. Mehta,,
762,D. Ramanaidu,,
763,D. S. Rana,,
764,D. S. Wagh,,
765,D. V. Gundappa,,
766,D. V. S. Raju,,
767,D. Y. Patil,,
768,Dada Shewak Bhojraj,,
769,Dadi Pudumjee,,
770,Dadudan Gadhvi,,
771,Dagdu Maruti Pawar,,
772,Dahyabhai Jivaji Naik,,
773,Dahyabhai Shastri,,
774,Daitari Naik,,
775,Daji Bhatawadekar,,
776,Dalavai Chalapathi Rao,,
777,Dalip Kaur Tiwana,,
778,Dalip Kumar Sengupta,,
779,Daljeet Singh Gambhir,,
780,Daljit Singh,,
781,Dalsukh Dahyabhai Malvania,,
782,Dalveer Bhandari,,
783,Damal Kandalai Srinivasan,,
784,Damayanti Beshra,,
785,Damayanti Joshi,,
786,Damodar Bapat,,
787,Damodar Keshav Datar,,
788,Danny Denzongpa,,
789,Dara Kaikhuswrao Karanjavala,,
790,Dara Nusserwanji Khurody,,
791,Darab Jehangir Jussawala,,
792,Darashaw Nosherwan Wadia,,
793,Darchhawna,,
794,Daripalli Ramaiah,,
795,Darshan Lal Jain,,
796,Darshan Singh Vohra,,
797,Darshana Jhaveri,,
798,Dasari Prasada Rao,,
799,Dashrath Patel,,
800,Dasika Durga Prasada Rao,,
801,Dattatraya Mahadeo Dahanukar,,
802,Dattatraya Nagappa Pai,,
803,Dattatraya Shridhar Joshi,,
804,Dattatraya Yeshwant Phadke,,
805,Dattatreyudu Nori,,
806,Datto Vaman Potdar,,
807,Daulat Singh Kothari,,
808,David Abraham Cheulkar,,
809,David Frawley,,
810,Daya Kishore Hazra,,
811,Daya Prakash Sinha,,
812,Dayananda Saraswati,,
813,Debaki Bose,,
814,Debdulal Bandopadhyaya,,
815,Debi Prasad Mukherjee,,
816,Debi Prasanna Pattanayak,,
817,Debiprasad Chattopadhyaya,,
818,Debu Chaudhuri,,
819,Deep Joshi,,
820,Deepa Malik,,
821,Deepak B. Phatak,,
822,Deepak Parekh,,
823,Deepak Puri,,
824,Deepak Sehgal,,
825,Deepika Kumari,,
826,Deori Omem Moyong,,
827,Dev Anand,,
828,Devaki Jain,,
829,Devan Venkata Reddy,,
830,Devanur Mahadeva,,
831,Devappagowda Chinnaiah,,
832,Devarapalli Prakash Rao,,
833,Devayani,,
834,Devchand Chaggan Lal Shah,,
835,Devchand Chhaganlal Shah,,
836,Devendra Dayabhai Patel,,
837,Devendra Jhajharia,,
838,Devendra Lal,,
839,Devendra Nath Samant,,
840,Devendra Patel,,
841,Devendra Satyarthi,,
842,Devendra Sen,,
843,Devendra Swarup,,
844,Devendra Triguna,,
845,Devi Dutt Sharma,,
846,Devi Lal Samar,,
847,Devi Sahai Jindal,,
848,Devi Shetty,,
849,Devika Rani,,
850,Devindra Rahinwal,,
851,Deviprasad Dwivedi,,
852,Devki Nandan Pande,,
853,Devulapalli Krishnasastri,,
854,Dhani Prem,,
855,Dhanpati Rai Nagpaul,,
856,Dhanraj Bhagat,,
857,Dhanraj Pillay,,
858,Dhanvanthi Rama Rau,,
859,Dhanwant Singh,,
860,Dharam Pal Saini,,
861,Dharam Veer Sachdeva,,
862,Dharamchand Patni,,
863,Dharamvir Bharati,,
864,Dharma Narayan Barma,,
865,Dharma Vira,,
866,Dharmendra,,
867,Dhera Ram Shah,,
868,Dhirendra Nath Bezbaruah,,
869,Dhirendra Nath Ganguly,,
870,Dhirubhai Ambani,,
871,Dhirubhai Thaker,,
872,Dhondo Keshav Karve,,
873,Dhyan Chand,,
874,Dhyan Pal Singh,,
875,Diana Edulji,,
876,Digambar Behera,,
877,Digamber Hansda,,
878,Digamber Vasudev Joglekar,,
879,Dilbagh Singh Athwal,,
880,Dilip Chakravarty,,
881,Dilip K. Biswas,,
882,Dilip Kumar,,
883,Dilip Shanghvi,,
884,Dilip Tirkey,,
885,Dilip Vengsarkar,,
886,Dimitris C. Velissaropoulos,,
887,Din Dayal,,
888,Dina Nath Malhotra,,
889,Dinabandhu Banerjee,,
890,Dinamani Sridhar Kamat,,
891,Dinesh K. Bhargava,,
892,Dinesh Mohan,,
893,Dinesh Nandini Dalmia,,
894,Dinesh Singh,,
895,Dingko Singh,,
896,Dinkar Gangadhar Kelkar,,
897,Dinyar Contractor,,
898,Dipa Karmakar,,
899,Dipali Barthakur,,
900,Dipankar Banerjee,,
901,Dipankar Chatterji,,
902,Dipika Pallikal,,
903,Diwaliben Punjabhai Bhil,,
904,Doddarange Gowda,,
905,Dominique Lapierre,,
906,Donty Naranappa Krishnaia Setty,,
907,Dorairajan Balasubramanian,,
908,Doraiswamy Iyengar,,
909,Dorothy Chacko,,
910,Dr. Bhupendra Kumar Singh San'a,,
911,Dr. Chandrakant Sambhaji Pandav,,
912,Dr. Dhananjay Diwakar Sa deo,,
913,Dr. Dilip Kumar Singh,,
914,Dr. J N Pande (Posthumous),,
915,Dr. Krishna Mohan Pathi,,
916,Dr. Rattan Lal Mittal,,
917,Dr. Thiruvengadam Veeraraghavan,,
918,Draupadi Ghimiray,,
919,Dukhan Ram,,
920,Dula Bhaya Kag,,
921,Dulal Manki,,
922,Durga Das Basu,,
923,Durga Deulkar,,
924,Durga Jain,,
925,Durga Khote,,
926,Durgabai Deshmukh,,
927,Dušan Zbavitel,,
928,Dwaram Venkataswamy Naidu,,
929,Dwijen Mukhopadhyay,,
930,Dwijendra Nath Mukerjee,,
931,E. A. S. Prasanna,,
932,E. A. Siddiq,,
933,E. C. George Sudarshan,,
934,E. Sreedharan,"Sreedharan's wife is Radha Sreedharan. His daughter is Shanti Menon, who is the principal of the Deens Academy, a school in Bangalore.","శ్రీధరన్ భార్య రాధా శ్రీధరన్. అతని కుమార్తె శాంతి మీనన్, ఈమె బెంగుళూరులోని డీన్స్ అకాడమీ, పాఠశాలకు ప్రిన్సిపాల్. "
935,E. Srinivasan Parthasarthy,,
936,E. T. Narayanan Mooss,,
937,Earnest Joachin Joseph Borges,,
938,Eberhard Fischer,,
939,Ebrahim Alkazi,,
940,Edith Helen Paull,,
941,Edmund Hillary,,
942,Edward Kutchat,,
943,Eknath Vasant Chitnis,,
944,Ekta Kapoor,,
945,Ela Bhatt,,
946,Ela Gandhi,,
947,Elam Endira Devi,,
948,Elangbam Nilakanta Singh#,,
949,Eledath Thaikkattu Neelakandan Mooss,,
950,Eli Ahmed,,
951,Eliza Nelson,,
952,Elizabeth Brunner,,
953,Eluvathingal Devassy Jemmis,,
954,Emani Sankara Sastry,,
955,Enamul Haque,,
956,Enuga Sreenivasulu Reddy,,
957,Erasmus Lyngdoh,,
958,Esther Abrham Solomon,,
959,Eswara Iyer Krishna Iyer,,
960,Eugene Chelyshev,,
961,Evelyn Norah Shullai,,
962,Evengeline Lazarus,,
963,Ezra Mir,,
964,Fali Sam Nariman,,
965,Faquir Chand Kohli,,
966,Fareed Zakaria,,
967,Farokh Engineer,,
968,Farokh Udwadia,,
969,Fateh Chand Badhwar,,
970,Fateh Chand Gera,,
971,Father Vallés,,
972,Fatima Ismail,,
973,Fatima Zakaria,,
974,Fayaz Ahmad Jan,,
975,Fazal Ali,,
976,Fazal Mohammad,,
977,Felisa Garbala,,
978,Fenner Brockway,,
979,Flora MacDonald,,
980,Francis Dore,,
981,Frank Pallone,,
982,Frank Sathyarajan Dewars,,
983,Friederike Irina,,
984,G. Aravindan,,
985,G. B. Parulkar,,
986,G. Bakthavathsalam,,
987,G. C. D. Bharti,,
988,G. D. Yadav,,
989,G. Krishna,,
990,G. Madhavan Nair,,
991,G. Muniratnam,,
992,G. N. Devy,,
993,G. N. Malviya,,
994,G. P. Chopra,,
995,G. S. Melkote,,
996,G. S. Sainani,,
997,G. S. Venkataraman,,
998,G. Sankara Kurup,,
999,G. Shankar,,
1000,G. V. Iyer Ramakrishna,,
1001,G. Venkatasubbiah,,
1002,Gabriel Chiramel,,
1003,Gadde Ramakoteswar Rao,,
1004,Gadul Singh Lama,,
1005,Gafurbhai M. Bilakhia,,
1006,Gagan Narang,,
1007,Gaganvihari Lallubhai Mehta,,
